,airline,embarked,destination,stops,journey_year,journey_month,journey_day,dep_hour,dep_min,departure_time,arrival_year,arrival_month,arrival_day,arrival_hour,arrival_min,arrival_time,price,additional_info
232,Air India,Delhi,Cochin,1 stop,2019,5,18,13,0,After noon,2022,2,16,19,15,evening,10192,No info
233,Jet Airways,Delhi,Cochin,1 stop,2019,9,3,2,15,late night,2022,2,16,19,45,evening,13844,In-flight meal not included
234,IndiGo,Delhi,Cochin,1 stop,2019,1,5,21,50,night,2022,5,2,3,35,late night,6350,No info
235,Air Asia,Kolkata,Banglore,non-stop,2019,1,5,10,20,morning,2022,2,16,12,55,morning,4410,No info
236,Jet Airways,Delhi,Cochin,1 stop,2019,6,3,18,15,evening,2022,3,7,19,45,evening,17025,No info
237,Multiple carriers,Delhi,Cochin,1 stop,2019,5,18,7,5,early morning,2022,2,16,21,0,night,13728,No info
238,IndiGo,Banglore,New Delhi,non-stop,2019,3,15,18,25,evening,2022,2,16,21,20,night,8856,No info
239,Multiple carriers,Delhi,Cochin,1 stop,2019,6,24,8,45,early morning,2022,2,16,19,0,evening,12525,No info
240,Jet Airways,Banglore,New Delhi,1 stop,2019,3,18,11,40,morning,2022,2,16,20,20,evening,13556,No info
241,Jet Airways,Kolkata,Banglore,1 stop,2019,6,6,6,30,early morning,2022,2,16,12,0,morning,10845,In-flight meal not included
242,Multiple carriers,Delhi,Cochin,1 stop,2019,9,6,9,0,morning,2022,2,16,21,0,night,13588,No info
243,SpiceJet,Chennai,Kolkata,non-stop,2019,12,6,9,45,morning,2022,2,16,12,0,morning,3544,No check-in baggage included
244,Vistara,Chennai,Kolkata,non-stop,2019,3,18,7,5,early morning,2022,2,16,9,20,morning,4843,No info
245,IndiGo,Banglore,Delhi,non-stop,2019,4,24,23,30,night,2022,4,25,2,20,late night,3944,No info
246,Jet Airways,Delhi,Cochin,1 stop,2019,9,6,19,15,evening,2022,6,10,4,25,late night,10578,In-flight meal not included
247,IndiGo,Delhi,Cochin,1 stop,2019,5,15,10,35,morning,2022,2,16,21,0,night,6980,No info
248,Vistara,Chennai,Kolkata,non-stop,2019,6,27,17,45,evening,2022,2,16,20,5,evening,11983,No info
249,SpiceJet,Delhi,Cochin,1 stop,2019,6,6,8,45,early morning,2022,2,16,13,15,After noon,5265,No info
250,Vistara,Delhi,Cochin,non-stop,2019,3,3,6,0,early morning,2022,2,16,9,10,morning,8002,No info
251,Air India,Delhi,Cochin,2 stops,2019,1,6,19,45,evening,2022,6,2,19,15,evening,10652,No info
252,Jet Airways,Kolkata,Banglore,1 stop,2019,5,24,16,30,After noon,2022,5,25,19,50,evening,10845,In-flight meal not included
253,Multiple carriers,Delhi,Cochin,1 stop,2019,3,27,9,45,morning,2022,2,16,22,20,night,6602,No info
254,Air India,Delhi,Cochin,1 stop,2019,3,21,19,0,evening,2022,3,22,19,15,evening,6588,No info
255,SpiceJet,Mumbai,Hyderabad,non-stop,2019,3,21,13,10,After noon,2022,2,16,14,30,After noon,3174,No info
256,Air India,Banglore,Delhi,non-stop,2019,9,5,10,0,morning,2022,2,16,12,45,morning,5229,No info
257,Jet Airways,Banglore,Delhi,non-stop,2019,6,21,7,10,early morning,2022,2,16,10,10,morning,5770,In-flight meal not included
258,Jet Airways,Delhi,Cochin,1 stop,2019,6,6,8,0,early morning,2022,2,16,19,0,evening,14715,No info
259,Jet Airways,Delhi,Cochin,2 stops,2019,3,6,5,30,early morning,2022,2,16,19,0,evening,13015,No info
260,IndiGo,Banglore,Delhi,non-stop,2019,3,6,22,10,night,2022,6,4,1,0,late night,3360,No info
261,GoAir,Banglore,New Delhi,non-stop,2019,3,3,20,55,evening,2022,2,16,23,50,night,6723,No info
262,IndiGo,Kolkata,Banglore,non-stop,2019,3,18,9,35,morning,2022,2,16,12,20,morning,4463,No info
263,IndiGo,Delhi,Cochin,1 stop,2019,9,3,4,55,late night,2022,2,16,16,10,After noon,6172,No info
264,Air India,Kolkata,Banglore,2 stops,2019,5,21,5,50,early morning,2022,2,16,20,25,evening,12304,No info
265,Multiple carriers,Delhi,Cochin,1 stop,2019,3,21,11,40,morning,2022,3,22,1,35,late night,7696,No info
266,IndiGo,Delhi,Cochin,1 stop,2019,6,24,11,25,morning,2022,6,25,1,30,late night,5685,No info
267,Air India,Kolkata,Banglore,1 stop,2019,12,6,16,50,After noon,2022,6,13,7,55,early morning,8367,No info
268,Air India,Chennai,Kolkata,non-stop,2019,1,3,11,40,morning,2022,2,16,13,55,After noon,19631,No info
269,Jet Airways,Banglore,New Delhi,1 stop,2019,6,3,14,5,After noon,2022,3,7,5,5,early morning,13503,In-flight meal not included
270,Jet Airways,Kolkata,Banglore,1 stop,2019,1,5,21,10,night,2022,5,2,10,5,morning,14782,No info
271,Multiple carriers,Delhi,Cochin,1 stop,2019,12,6,7,10,early morning,2022,2,16,16,10,After noon,6514,No info
272,Air India,Delhi,Cochin,1 stop,2019,1,6,7,0,early morning,2022,2,16,19,15,evening,9930,No info
273,Multiple carriers,Delhi,Cochin,2 stops,2019,6,6,17,50,evening,2022,6,7,1,30,late night,18276,No info
274,Air India,Delhi,Cochin,1 stop,2019,9,4,6,5,early morning,2022,4,10,9,25,morning,4488,No info
275,IndiGo,Mumbai,Hyderabad,non-stop,2019,3,15,21,20,night,2022,2,16,22,45,night,2755,No info
276,Air India,Mumbai,Hyderabad,non-stop,2019,3,27,6,20,early morning,2022,2,16,7,40,early morning,2576,No info
277,SpiceJet,Kolkata,Banglore,1 stop,2019,12,6,15,55,After noon,2022,2,16,21,25,night,8225,No info
278,Air India,Delhi,Cochin,1 stop,2019,9,3,20,30,evening,2022,3,10,8,15,early morning,8992,No info
279,IndiGo,Delhi,Cochin,non-stop,2019,6,24,5,35,early morning,2022,2,16,8,50,early morning,5001,No info
280,Jet Airways,Kolkata,Banglore,1 stop,2019,12,6,18,55,evening,2022,6,13,19,50,evening,8530,In-flight meal not included
281,Air India,Delhi,Cochin,1 stop,2019,3,3,6,5,early morning,2022,3,4,9,25,morning,14043,No info
282,Jet Airways,Banglore,Delhi,non-stop,2019,5,24,11,10,morning,2022,2,16,14,5,After noon,4031,In-flight meal not included
283,Jet Airways,Kolkata,Banglore,1 stop,2019,6,6,18,55,evening,2022,6,7,12,0,morning,10845,In-flight meal not included
284,IndiGo,Kolkata,Banglore,non-stop,2019,6,5,21,25,night,2022,5,7,0,5,late night,4805,No info
285,Multiple carriers,Delhi,Cochin,1 stop,2019,5,27,17,30,evening,2022,5,28,1,30,late night,7309,In-flight meal not included
286,IndiGo,Banglore,Delhi,non-stop,2019,12,5,16,55,After noon,2022,2,16,19,55,evening,4824,No info
287,Jet Airways,Delhi,Cochin,1 stop,2019,6,24,9,0,morning,2022,6,25,12,35,morning,10263,In-flight meal not included
288,Jet Airways,Delhi,Cochin,1 stop,2019,5,27,20,55,evening,2022,5,28,4,25,late night,12899,In-flight meal not included
289,Air India,Banglore,New Delhi,2 stops,2019,12,3,17,25,evening,2022,3,13,16,20,After noon,12779,No info
290,IndiGo,Delhi,Cochin,1 stop,2019,3,3,4,45,late night,2022,2,16,13,20,After noon,14872,No info
291,Air India,Delhi,Cochin,2 stops,2019,3,21,13,20,After noon,2022,3,22,19,15,evening,8709,No info
292,Jet Airways,Kolkata,Banglore,1 stop,2019,6,6,20,0,evening,2022,6,7,18,15,evening,10845,In-flight meal not included
293,SpiceJet,Mumbai,Hyderabad,non-stop,2019,6,3,5,45,early morning,2022,2,16,7,5,early morning,4130,No info
294,IndiGo,Kolkata,Banglore,non-stop,2019,5,18,21,25,night,2022,5,19,0,5,late night,4805,No info
295,Jet Airways,Banglore,Delhi,non-stop,2019,6,5,8,20,early morning,2022,2,16,11,20,morning,7230,No info
296,Jet Airways,Banglore,New Delhi,1 stop,2019,3,21,7,0,early morning,2022,2,16,19,10,evening,7833,In-flight meal not included
297,SpiceJet,Chennai,Kolkata,non-stop,2019,3,18,9,30,morning,2022,2,16,12,5,morning,3860,No info
298,Multiple carriers,Delhi,Cochin,1 stop,2019,6,6,7,30,early morning,2022,2,16,19,15,evening,9002,No info
299,Vistara,Banglore,Delhi,non-stop,2019,9,5,17,0,evening,2022,2,16,19,35,evening,4879,No info
300,IndiGo,Mumbai,Hyderabad,non-stop,2019,3,5,2,35,late night,2022,2,16,4,5,late night,2755,No info
301,Vistara,Banglore,Delhi,non-stop,2019,6,27,7,0,early morning,2022,2,16,9,40,morning,4669,No info
302,Air Asia,Kolkata,Banglore,non-stop,2019,12,5,10,20,morning,2022,2,16,12,55,morning,5217,No info
303,Jet Airways,Delhi,Cochin,2 stops,2019,6,6,5,30,early morning,2022,6,7,4,25,late night,10369,In-flight meal not included
304,IndiGo,Delhi,Cochin,2 stops,2019,9,3,6,40,early morning,2022,2,16,21,20,night,8147,No info
305,Jet Airways,Delhi,Cochin,1 stop,2019,3,27,13,0,After noon,2022,3,28,4,25,late night,12243,No info
306,Jet Airways,Banglore,New Delhi,1 stop,2019,3,15,8,0,early morning,2022,2,16,15,15,After noon,9135,In-flight meal not included
307,Air India,Delhi,Cochin,2 stops,2019,6,6,13,15,After noon,2022,6,7,9,25,morning,10940,No info
308,Air India,Delhi,Cochin,2 stops,2019,6,6,10,55,morning,2022,6,7,7,40,early morning,11754,No info
309,SpiceJet,Kolkata,Banglore,non-stop,2019,4,24,17,10,evening,2022,2,16,19,40,evening,4175,No info
310,Jet Airways,Kolkata,Banglore,1 stop,2019,5,21,20,0,evening,2022,5,22,19,50,evening,10845,In-flight meal not included
311,Jet Airways,Delhi,Cochin,1 stop,2019,3,6,16,0,After noon,2022,6,4,19,0,evening,14715,No info
312,Jet Airways,Kolkata,Banglore,1 stop,2019,12,6,6,30,early morning,2022,2,16,12,0,morning,9900,In-flight meal not included
313,IndiGo,Delhi,Cochin,1 stop,2019,3,3,9,10,morning,2022,2,16,21,0,night,14872,No info
314,IndiGo,Chennai,Kolkata,non-stop,2019,6,3,13,20,After noon,2022,2,16,15,35,After noon,7296,No info
315,Air India,Delhi,Cochin,2 stops,2019,6,6,18,45,evening,2022,6,7,19,15,evening,13466,No info
316,SpiceJet,Chennai,Kolkata,non-stop,2019,5,21,17,45,evening,2022,2,16,20,5,evening,3544,No check-in baggage included
317,Multiple carriers,Delhi,Cochin,1 stop,2019,6,27,19,0,evening,2022,6,28,1,30,late night,7199,No info
318,Jet Airways,Delhi,Cochin,1 stop,2019,1,6,8,0,early morning,2022,6,2,4,25,late night,10263,In-flight meal not included
319,IndiGo,Kolkata,Banglore,non-stop,2019,3,15,15,20,After noon,2022,2,16,17,55,evening,4149,No info
320,Jet Airways,Banglore,Delhi,non-stop,2019,6,27,15,15,After noon,2022,2,16,18,10,evening,8017,No info
321,Jet Airways,Delhi,Cochin,1 stop,2019,9,6,22,50,night,2022,6,10,4,25,late night,10263,In-flight meal not included
322,SpiceJet,Kolkata,Banglore,non-stop,2019,6,15,14,55,After noon,2022,2,16,17,25,evening,3842,No check-in baggage included
323,Jet Airways,Banglore,New Delhi,1 stop,2019,12,3,9,45,morning,2022,3,13,0,30,late night,11508,No info
324,Jet Airways,Kolkata,Banglore,1 stop,2019,1,5,8,25,early morning,2022,2,16,20,45,evening,14782,No info
325,Jet Airways,Delhi,Cochin,1 stop,2019,5,27,17,30,evening,2022,5,28,19,0,evening,16080,No info
326,Jet Airways,Delhi,Cochin,1 stop,2019,5,27,22,50,night,2022,5,28,4,25,late night,12899,In-flight meal not included
327,Multiple carriers,Delhi,Cochin,1 stop,2019,6,3,7,30,early morning,2022,2,16,19,15,evening,15354,No info
328,IndiGo,Banglore,New Delhi,non-stop,2019,3,24,18,25,evening,2022,2,16,21,20,night,7304,No info
329,SpiceJet,Kolkata,Banglore,1 stop,2019,3,24,15,5,After noon,2022,2,16,20,45,evening,6198,No info
330,Air India,Kolkata,Banglore,1 stop,2019,9,6,9,10,morning,2022,2,16,13,15,After noon,8997,No info
331,IndiGo,Delhi,Cochin,1 stop,2019,3,21,14,20,After noon,2022,2,16,22,20,night,6529,No info
332,GoAir,Banglore,Delhi,non-stop,2019,9,4,20,55,evening,2022,2,16,23,40,night,4240,No info
333,IndiGo,Kolkata,Banglore,non-stop,2019,12,3,20,25,evening,2022,2,16,23,5,night,4149,No info
334,SpiceJet,Banglore,Delhi,non-stop,2019,5,24,21,10,night,2022,5,25,0,5,late night,3972,No info
335,Air Asia,Kolkata,Banglore,1 stop,2019,6,5,7,35,early morning,2022,2,16,23,30,night,5193,No info
336,Jet Airways,Delhi,Cochin,2 stops,2019,9,4,13,25,After noon,2022,4,10,12,35,morning,9484,No info
337,Jet Airways,Delhi,Cochin,2 stops,2019,3,6,11,40,morning,2022,2,16,19,0,evening,18805,No info
338,Air India,Delhi,Cochin,non-stop,2019,6,18,5,10,early morning,2022,2,16,8,0,early morning,5202,No info
339,Jet Airways,Delhi,Cochin,1 stop,2019,5,27,11,30,morning,2022,2,16,19,0,evening,16080,No info
340,Jet Airways,Banglore,Delhi,non-stop,2019,6,15,19,50,evening,2022,2,16,22,50,night,7230,In-flight meal not included
341,Multiple carriers,Delhi,Cochin,1 stop,2019,5,27,17,45,evening,2022,5,28,1,30,late night,6796,No info
342,Jet Airways,Kolkata,Banglore,1 stop,2019,9,5,9,35,morning,2022,5,10,10,55,morning,10954,No info
343,Multiple carriers,Delhi,Cochin,2 stops,2019,6,24,15,5,After noon,2022,6,25,1,30,late night,15966,No info
344,Air India,Delhi,Cochin,2 stops,2019,9,4,12,55,morning,2022,4,10,19,15,evening,9969,No info
345,IndiGo,Kolkata,Banglore,non-stop,2019,6,6,22,15,night,2022,6,7,0,50,late night,4805,No info
346,Jet Airways,Delhi,Cochin,1 stop,2019,5,27,10,0,morning,2022,2,16,19,0,evening,16080,No info
347,Jet Airways,Delhi,Cochin,2 stops,2019,12,6,21,25,night,2022,6,13,12,35,morning,11508,In-flight meal not included
348,Air India,Kolkata,Banglore,2 stops,2019,9,6,9,25,morning,2022,6,10,13,45,After noon,11543,No info
349,Jet Airways,Banglore,Delhi,non-stop,2019,4,24,17,45,evening,2022,2,16,20,45,evening,7230,No info
350,Jet Airways,Banglore,Delhi,non-stop,2019,4,27,6,0,early morning,2022,2,16,8,45,early morning,4545,In-flight meal not included
351,IndiGo,Delhi,Cochin,1 stop,2019,5,15,5,10,early morning,2022,2,16,10,5,morning,6497,No info
352,IndiGo,Kolkata,Banglore,non-stop,2019,6,15,21,25,night,2022,6,16,0,5,late night,4805,No info
353,Air India,Banglore,New Delhi,1 stop,2019,1,3,11,5,morning,2022,3,2,9,15,morning,13440,No info
354,Jet Airways,Delhi,Cochin,1 stop,2019,3,27,18,15,evening,2022,3,28,4,25,late night,6541,In-flight meal not included
355,IndiGo,Banglore,Delhi,non-stop,2019,1,6,23,30,night,2022,6,2,2,20,late night,4592,No info
356,IndiGo,Banglore,New Delhi,1 stop,2019,3,18,16,15,After noon,2022,2,16,20,35,evening,4438,No info
357,Air Asia,Delhi,Cochin,1 stop,2019,3,21,20,10,evening,2022,3,22,7,10,early morning,6152,No info
358,Jet Airways,Banglore,Delhi,non-stop,2019,6,21,17,45,evening,2022,2,16,20,45,evening,7755,In-flight meal not included
359,Jet Airways,Delhi,Cochin,1 stop,2019,6,24,14,0,After noon,2022,6,25,12,35,morning,10263,In-flight meal not included
360,Jet Airways,Banglore,Delhi,non-stop,2019,9,6,18,55,evening,2022,2,16,22,0,night,8017,No info
361,SpiceJet,Kolkata,Banglore,non-stop,2019,3,24,6,55,early morning,2022,2,16,9,35,morning,4782,No check-in baggage included
362,Vistara,Banglore,Delhi,non-stop,2019,6,27,11,30,morning,2022,2,16,14,20,After noon,4669,No info
363,Air India,Banglore,New Delhi,1 stop,2019,6,3,11,50,morning,2022,3,7,8,55,early morning,14595,No info
364,Jet Airways,Kolkata,Banglore,1 stop,2019,3,24,16,55,After noon,2022,3,25,4,45,late night,14232,No info
365,Air India,Delhi,Cochin,1 stop,2019,5,15,5,15,early morning,2022,5,16,6,50,early morning,8426,No info
366,Multiple carriers,Delhi,Cochin,1 stop,2019,12,6,7,5,early morning,2022,2,16,22,30,night,9647,No info
367,IndiGo,Chennai,Kolkata,non-stop,2019,3,3,14,40,After noon,2022,2,16,17,5,evening,7296,No info
368,Air Asia,Kolkata,Banglore,1 stop,2019,9,4,6,50,early morning,2022,2,16,10,30,morning,5163,No info
369,IndiGo,Banglore,New Delhi,non-stop,2019,9,3,18,25,evening,2022,2,16,21,20,night,6861,No info
370,Vistara,Delhi,Cochin,non-stop,2019,4,15,6,0,early morning,2022,2,16,9,10,morning,6217,No info
371,Air Asia,Kolkata,Banglore,1 stop,2019,5,24,7,35,early morning,2022,2,16,19,25,evening,5193,No info
372,IndiGo,Banglore,Delhi,non-stop,2019,9,4,20,0,evening,2022,2,16,22,50,night,4824,No info
373,SpiceJet,Banglore,Delhi,non-stop,2019,3,4,9,30,morning,2022,2,16,12,20,morning,3920,No check-in baggage included
374,IndiGo,Mumbai,Hyderabad,non-stop,2019,3,6,19,5,evening,2022,2,16,20,35,evening,2755,No info
375,Multiple carriers,Delhi,Cochin,1 stop,2019,9,5,7,30,early morning,2022,2,16,19,0,evening,9316,No info
376,Multiple carriers,Delhi,Cochin,1 stop,2019,3,27,10,0,morning,2022,2,16,18,50,evening,11668,No info
377,Jet Airways,Kolkata,Banglore,1 stop,2019,12,6,8,25,early morning,2022,6,13,4,40,late night,6225,In-flight meal not included
378,Air India,Kolkata,Banglore,2 stops,2019,3,24,9,25,morning,2022,3,25,5,35,early morning,13350,No info
379,Jet Airways,Banglore,New Delhi,1 stop,2019,3,18,16,55,After noon,2022,3,16,9,0,morning,11088,In-flight meal not included
380,Multiple carriers,Delhi,Cochin,1 stop,2019,6,3,13,0,After noon,2022,3,7,1,35,late night,15604,No info
381,Jet Airways,Delhi,Cochin,2 stops,2019,9,5,19,30,evening,2022,5,10,12,35,morning,15130,No info
382,IndiGo,Banglore,Delhi,non-stop,2019,9,4,16,55,After noon,2022,2,16,19,55,evening,4824,No info
383,Vistara,Kolkata,Banglore,1 stop,2019,1,5,7,10,early morning,2022,2,16,22,40,night,8453,No info
384,Multiple carriers,Delhi,Cochin,1 stop,2019,6,6,7,30,early morning,2022,2,16,19,0,evening,12525,No info
385,SpiceJet,Chennai,Kolkata,non-stop,2019,3,27,17,45,evening,2022,2,16,20,5,evening,3385,No info
386,Jet Airways,Delhi,Cochin,1 stop,2019,1,6,19,15,evening,2022,6,2,19,0,evening,10263,In-flight meal not included
387,SpiceJet,Mumbai,Hyderabad,non-stop,2019,6,18,13,15,After noon,2022,2,16,14,45,After noon,1966,No check-in baggage included
388,IndiGo,Kolkata,Banglore,non-stop,2019,5,18,22,15,night,2022,5,19,0,50,late night,4805,No info
389,Jet Airways,Delhi,Cochin,1 stop,2019,5,27,18,15,evening,2022,5,28,19,0,evening,16080,No info
390,Jet Airways,Delhi,Cochin,2 stops,2019,1,6,21,25,night,2022,6,2,19,0,evening,13293,No info
391,Air Asia,Delhi,Cochin,1 stop,2019,9,5,7,55,early morning,2022,2,16,13,25,After noon,6752,No info
392,Air India,Delhi,Cochin,1 stop,2019,5,15,7,0,early morning,2022,2,16,19,15,evening,8670,No info
393,IndiGo,Delhi,Cochin,1 stop,2019,3,3,17,30,evening,2022,3,4,1,35,late night,14872,No info
394,Jet Airways,Delhi,Cochin,1 stop,2019,5,21,14,0,After noon,2022,2,16,19,0,evening,12899,In-flight meal not included
395,SpiceJet,Banglore,Delhi,non-stop,2019,6,6,9,30,morning,2022,2,16,12,20,morning,3920,No check-in baggage included
396,Multiple carriers,Delhi,Cochin,1 stop,2019,1,3,12,50,morning,2022,2,16,19,15,evening,36984,No info
397,IndiGo,Chennai,Kolkata,non-stop,2019,3,6,19,35,evening,2022,2,16,21,55,night,3598,No info
398,Air India,Banglore,New Delhi,non-stop,2019,9,3,17,0,evening,2022,2,16,19,45,evening,10742,No info
399,Air India,Kolkata,Banglore,2 stops,2019,6,6,16,50,After noon,2022,6,7,5,35,early morning,11433,No info
400,Jet Airways,Banglore,New Delhi,1 stop,2019,12,3,18,55,evening,2022,3,13,10,45,morning,11088,In-flight meal not included
401,Jet Airways,Delhi,Cochin,2 stops,2019,3,6,9,35,morning,2022,6,4,12,35,morning,13293,No info
402,Air India,Delhi,Cochin,3 stops,2019,6,15,5,15,early morning,2022,6,16,7,40,early morning,10494,No info
403,GoAir,Banglore,New Delhi,non-stop,2019,9,3,7,45,early morning,2022,2,16,10,40,morning,7632,No info
404,Air India,Delhi,Cochin,2 stops,2019,6,6,6,50,early morning,2022,6,7,7,40,early morning,13382,No info
405,Jet Airways,Kolkata,Banglore,1 stop,2019,6,6,20,0,evening,2022,6,7,4,40,late night,13732,No info
406,Air India,Delhi,Cochin,2 stops,2019,5,21,5,55,early morning,2022,5,22,7,40,early morning,11912,No info
407,IndiGo,Banglore,Delhi,non-stop,2019,4,18,23,30,night,2022,4,19,2,20,late night,4592,No info
408,Multiple carriers,Delhi,Cochin,1 stop,2019,3,6,13,0,After noon,2022,2,16,19,15,evening,14849,No info
409,Multiple carriers,Delhi,Cochin,1 stop,2019,12,6,8,45,early morning,2022,2,16,19,15,evening,8267,No info
410,Air India,Delhi,Cochin,2 stops,2019,5,18,17,15,evening,2022,5,19,19,15,evening,12393,No info
411,Jet Airways,Kolkata,Banglore,1 stop,2019,12,6,18,55,evening,2022,6,13,12,0,morning,13045,No info
412,Jet Airways,Delhi,Cochin,1 stop,2019,5,21,7,5,early morning,2022,5,22,4,25,late night,12899,In-flight meal not included
413,Jet Airways,Delhi,Cochin,1 stop,2019,3,21,22,50,night,2022,3,22,4,25,late night,12243,No info
414,IndiGo,Banglore,Delhi,non-stop,2019,5,18,10,10,morning,2022,2,16,13,0,After noon,3944,No info
415,Vistara,Kolkata,Banglore,1 stop,2019,3,24,20,20,evening,2022,3,25,22,10,night,11106,No info
416,Jet Airways,Kolkata,Banglore,1 stop,2019,12,5,21,10,night,2022,5,13,9,20,morning,14389,No info
417,Jet Airways,Delhi,Cochin,2 stops,2019,5,18,19,30,evening,2022,5,19,12,35,morning,13015,No info
418,Multiple carriers,Delhi,Cochin,1 stop,2019,6,3,10,20,morning,2022,2,16,18,50,evening,15412,No info
419,Jet Airways,Delhi,Cochin,1 stop,2019,9,3,19,45,evening,2022,3,10,18,50,evening,16290,No info
420,IndiGo,Delhi,Cochin,1 stop,2019,5,15,6,50,early morning,2022,2,16,16,10,After noon,6443,No info
421,Jet Airways,Kolkata,Banglore,1 stop,2019,5,18,8,25,early morning,2022,2,16,16,20,After noon,10845,In-flight meal not included
422,Jet Airways,Mumbai,Hyderabad,non-stop,2019,5,18,10,20,morning,2022,2,16,11,50,morning,5679,No info
423,IndiGo,Banglore,Delhi,non-stop,2019,12,4,23,30,night,2022,4,13,2,20,late night,6907,No info
424,SpiceJet,Chennai,Kolkata,non-stop,2019,5,21,9,45,morning,2022,2,16,12,0,morning,3544,No check-in baggage included
425,Jet Airways,Delhi,Cochin,1 stop,2019,6,6,9,0,morning,2022,2,16,19,0,evening,14715,No info
426,Vistara Premium economy,Banglore,New Delhi,non-stop,2019,3,3,16,0,After noon,2022,2,16,18,35,evening,11794,No info
427,Multiple carriers,Delhi,Cochin,1 stop,2019,5,15,11,30,morning,2022,2,16,19,15,evening,14324,No info
428,SpiceJet,Banglore,Delhi,non-stop,2019,9,4,21,10,night,2022,4,10,0,5,late night,3972,No info
