airline,embarked,destination,Route,stops,journey_year,journey_month,journey_day,weekday,dep_hour,dep_min,departure_period,Arrival_hour,Arrival_min,arrival_period,Arrived_next_day,duration_hours,duration_mins,Duration_in_mins,price,additional_info,Air Asia,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Trujet,Vistara,Vistara Premium economy,destination_Banglore,destination_Cochin,destination_Delhi,destination_Hyderabad,destination_Kolkata,source_Banglore,source_Chennai,source_Delhi,source_Kolkata,source_Mumbai,1 stop,2 stops,3 stops,4 stops,non-stop,departure_After noon,departure_early morning,departure_evening,departure_late night,departure_morning,departure_night,arrival_After noon,arrival_early morning,arrival_evening,arrival_late night,arrival_morning,arrival_night
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,6,5,2,6,30,departure_early morning,4,40,arrival_late night,True,22,10,1330,13942,No info,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
IndiGo,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,6,27,3,11,25,departure_morning,21,0,arrival_night,False,9,35,575,5895,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,5,18,5,9,0,departure_morning,19,0,arrival_evening,False,10,0,600,10198,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Jet Airways,source_Banglore,destination_Delhi,BLR → BOM → DEL,1 stop,2019,6,3,0,14,5,departure_After noon,11,25,arrival_morning,True,21,20,1280,13713,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
IndiGo,source_Delhi,destination_Cochin,DEL → MAA → COK,1 stop,2019,6,24,0,2,0,departure_late night,7,25,arrival_early morning,False,5,25,325,5637,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → JAI → BOM → COK,2 stops,2019,6,6,3,9,40,departure_morning,4,25,arrival_late night,True,18,45,1125,13015,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,1,4,4,8,25,departure_early morning,20,45,arrival_evening,False,12,20,740,7065,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → DEL → BLR,1 stop,2019,5,24,4,20,25,departure_evening,14,25,arrival_After noon,True,18,0,1080,10704,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → HYD → COK,1 stop,2019,5,27,0,13,15,departure_After noon,22,30,arrival_night,False,9,15,555,9647,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,6,3,0,2,15,departure_late night,13,20,arrival_After noon,False,11,5,665,17058,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Jet Airways,source_Banglore,destination_Delhi,BLR → BOM → DEL,1 stop,2019,12,3,1,16,55,departure_After noon,10,25,arrival_morning,True,17,30,1050,13818,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Air India,source_Delhi,destination_Cochin,DEL → BHO → BOM → COK,2 stops,2019,6,3,0,5,55,departure_early morning,19,15,arrival_evening,False,13,20,800,13749,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Air India,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,4,21,6,20,45,departure_evening,23,20,arrival_night,False,2,35,155,4881,No info,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
IndiGo,source_Chennai,destination_Kolkata,MAA → CCU,non-stop,2019,6,21,4,5,15,departure_early morning,7,40,arrival_early morning,False,2,25,145,3541,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
SpiceJet,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,5,15,2,5,55,departure_early morning,8,35,arrival_early morning,False,2,40,160,3258,No check-in baggage included,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Jet Airways,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,3,6,2,19,50,departure_evening,22,50,arrival_night,False,3,0,180,6479,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Jet Airways,source_Mumbai,destination_Hyderabad,BOM → HYD,non-stop,2019,6,18,1,7,5,departure_early morning,8,30,arrival_early morning,False,1,25,85,8041,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → ATQ → BOM → COK,2 stops,2019,12,6,4,20,0,departure_evening,12,35,arrival_morning,True,16,35,995,14301,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,5,15,2,8,25,departure_early morning,20,45,arrival_evening,False,12,20,740,14782,No info,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,9,6,4,20,0,departure_evening,8,15,arrival_early morning,True,12,15,735,14940,No info,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,6,24,0,20,55,departure_evening,4,25,arrival_late night,True,7,30,450,10263,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Air India,source_Kolkata,destination_Banglore,CCU → MAA → BLR,1 stop,2019,12,5,3,14,35,departure_After noon,14,35,arrival_After noon,True,24,0,1440,6529,No info,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Air India,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,1,5,5,6,10,departure_early morning,8,55,arrival_early morning,False,2,45,165,6122,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → JAI → BOM → COK,2 stops,2019,5,18,5,19,30,departure_evening,4,25,arrival_late night,True,8,55,535,13030,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,3,27,2,11,40,departure_morning,18,50,arrival_evening,False,7,10,430,11422,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,3,27,2,4,45,departure_late night,19,15,arrival_evening,False,14,30,870,7575,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Air India,source_Delhi,destination_Cochin,DEL → JDH → BOM → COK,2 stops,2019,9,5,3,12,55,departure_morning,19,15,arrival_evening,True,30,20,1820,11597,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → AMD → BOM → COK,2 stops,2019,5,24,4,23,5,departure_night,19,0,arrival_evening,True,19,55,1195,15130,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Jet Airways,source_Banglore,destination_Delhi,BLR → BOM → DEL,1 stop,2019,3,18,0,14,5,departure_After noon,5,5,arrival_early morning,True,15,0,900,13556,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
IndiGo,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,12,4,2,18,55,departure_evening,21,50,arrival_night,False,2,55,175,5781,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Vistara,source_Kolkata,destination_Banglore,CCU → DEL → BLR,1 stop,2019,12,5,3,20,20,departure_evening,9,5,arrival_morning,True,12,45,765,9398,No info,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,6,3,0,18,15,departure_evening,4,25,arrival_late night,True,10,10,610,17025,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
GoAir,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,6,27,3,7,0,departure_early morning,12,55,arrival_morning,False,5,55,355,5282,No info,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → HYD → COK,1 stop,2019,5,18,5,7,5,departure_early morning,22,30,arrival_night,False,15,25,925,10349,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Air India,source_Delhi,destination_Cochin,DEL → MAA → COK,1 stop,2019,6,3,0,17,20,departure_evening,9,25,arrival_morning,True,16,5,965,12678,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,3,3,6,15,25,departure_After noon,1,35,arrival_late night,True,10,10,610,15148,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Vistara,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,12,6,4,7,0,departure_early morning,9,40,arrival_morning,False,2,40,160,4669,No info,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,9,5,3,7,5,departure_early morning,19,0,arrival_evening,False,11,55,715,15555,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
SpiceJet,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,9,4,2,5,55,departure_early morning,8,35,arrival_early morning,False,2,40,160,3972,No info,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Air India,source_Mumbai,destination_Hyderabad,BOM → HYD,non-stop,2019,3,5,1,15,0,departure_After noon,16,25,arrival_After noon,False,1,25,85,3101,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,6,5,2,20,0,departure_evening,10,5,arrival_morning,True,14,5,845,9664,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Air India,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,1,3,3,23,0,departure_night,19,15,arrival_evening,True,20,15,1215,27431,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
IndiGo,source_Chennai,destination_Kolkata,MAA → CCU,non-stop,2019,12,5,3,5,15,departure_early morning,7,40,arrival_early morning,False,2,25,145,3541,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Air India,source_Kolkata,destination_Banglore,CCU → BBI → BOM → BLR,2 stops,2019,5,21,1,12,0,departure_morning,11,10,arrival_morning,True,23,10,1390,10677,No info,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,12,6,4,14,5,departure_After noon,8,15,arrival_early morning,True,18,10,1090,13045,No info,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,6,5,2,20,0,departure_evening,12,0,arrival_morning,True,16,0,960,14389,No info,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
IndiGo,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,6,24,0,4,0,departure_late night,6,50,arrival_early morning,False,2,50,170,3944,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
IndiGo,source_Chennai,destination_Kolkata,MAA → CCU,non-stop,2019,3,6,2,14,45,departure_After noon,17,5,arrival_evening,False,2,20,140,3598,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Air India,source_Banglore,destination_Delhi,BLR → MAA → DEL,1 stop,2019,3,21,3,11,50,departure_morning,19,50,arrival_evening,False,8,0,480,5933,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,6,15,5,11,30,departure_morning,4,25,arrival_late night,True,16,55,1015,10263,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Vistara,source_Delhi,destination_Cochin,DEL → COK,non-stop,2019,12,5,3,14,40,departure_After noon,17,50,arrival_evening,False,3,10,190,6217,No info,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
IndiGo,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,6,15,5,20,25,departure_evening,23,10,arrival_night,False,2,45,165,4805,No info,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,5,21,1,11,30,departure_morning,1,30,arrival_late night,True,14,0,840,14068,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → AMD → BOM → COK,2 stops,2019,5,18,5,19,10,departure_evening,19,0,arrival_evening,True,23,50,1430,15130,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → NAG → BOM → COK,2 stops,2019,6,6,3,6,45,departure_early morning,4,25,arrival_late night,True,21,40,1300,13377,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Air India,source_Delhi,destination_Cochin,DEL → GOI → BOM → COK,2 stops,2019,6,27,3,22,0,departure_night,19,15,arrival_evening,True,21,15,1275,10442,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Jet Airways,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,5,24,4,6,0,departure_early morning,8,45,arrival_early morning,False,2,45,165,4031,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,3,3,6,8,0,departure_early morning,18,50,arrival_evening,False,10,50,650,17025,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,9,4,2,17,30,departure_evening,1,30,arrival_late night,True,8,0,480,13018,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
GoAir,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,6,6,3,23,30,departure_night,7,45,arrival_early morning,True,8,15,495,6687,No info,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
IndiGo,source_Delhi,destination_Cochin,DEL → MAA → COK,1 stop,2019,6,15,5,2,0,departure_late night,7,25,arrival_early morning,False,5,25,325,5637,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
IndiGo,source_Delhi,destination_Cochin,DEL → HYD → COK,1 stop,2019,9,6,4,7,35,departure_early morning,16,10,arrival_After noon,False,8,35,515,6443,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → HYD → COK,1 stop,2019,5,21,1,13,5,departure_After noon,0,55,arrival_late night,True,11,50,710,9487,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,5,21,1,20,0,departure_evening,23,35,arrival_night,True,27,35,1655,10845,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Jet Airways,source_Delhi,destination_Cochin,DEL → ATQ → BOM → COK,2 stops,2019,3,6,2,20,0,departure_evening,4,25,arrival_late night,True,8,25,505,15319,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Air India,source_Delhi,destination_Cochin,DEL → MAA → COK,1 stop,2019,3,4,0,12,30,departure_morning,9,25,arrival_morning,True,20,55,1255,5118,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
IndiGo,source_Delhi,destination_Cochin,DEL → BLR → COK,1 stop,2019,6,24,0,15,10,departure_After noon,20,0,arrival_evening,False,4,50,290,6148,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,9,6,4,12,50,departure_morning,21,0,arrival_night,False,8,10,490,7006,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SpiceJet,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,3,4,0,22,20,departure_night,0,40,arrival_late night,True,2,20,140,3874,No info,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BDQ → BOM → COK,2 stops,2019,3,21,3,18,25,departure_evening,18,50,arrival_evening,True,24,25,1465,9271,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
GoAir,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,6,27,3,11,40,departure_morning,14,30,arrival_After noon,False,2,50,170,3899,No info,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,12,5,3,8,25,departure_early morning,20,45,arrival_evening,False,12,20,740,14782,No info,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,5,24,4,20,0,departure_evening,8,15,arrival_early morning,True,12,15,735,8587,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Air India,source_Kolkata,destination_Banglore,CCU → JAI → BOM → BLR,2 stops,2019,9,5,3,8,20,departure_early morning,7,55,arrival_early morning,True,23,35,1415,10698,No info,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → ATQ → BOM → COK,2 stops,2019,6,27,3,20,0,departure_evening,12,35,arrival_morning,True,16,35,995,14301,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
IndiGo,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,3,3,6,18,55,departure_evening,21,45,arrival_night,False,2,50,170,8856,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,12,5,3,16,30,departure_After noon,18,15,arrival_evening,True,25,45,1545,10845,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,6,3,0,2,15,departure_late night,4,25,arrival_late night,True,26,10,1570,17025,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → DEL → BLR,1 stop,2019,1,5,5,9,35,departure_morning,14,25,arrival_After noon,True,28,50,1730,9315,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
IndiGo,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,3,24,6,0,40,departure_late night,3,25,arrival_late night,False,2,45,165,4778,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Air India,source_Kolkata,destination_Banglore,CCU → BBI → BLR,1 stop,2019,9,6,4,12,0,departure_morning,13,15,arrival_After noon,True,25,15,1515,7663,No info,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
IndiGo,source_Delhi,destination_Cochin,DEL → HYD → COK,1 stop,2019,9,5,3,6,50,departure_early morning,16,10,arrival_After noon,False,9,20,560,6443,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
SpiceJet,source_Delhi,destination_Cochin,DEL → PNQ → COK,1 stop,2019,12,6,4,8,45,departure_early morning,13,15,arrival_After noon,False,4,30,270,5265,No info,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,5,27,0,13,0,departure_After noon,4,25,arrival_late night,True,15,25,925,12899,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
